study,research_question,experiment,condition,seed,strategy,from,to,start_period,end_period,target_reach,memory,memory_half_life,wom,contacts,friends,status,fake_repost_share_all,fake_repost_share_final100,target_share_all,target_share_final100,fake_repost_share_decisions,target_share_decisions,participation_rate,fake_repost_share_decisions_final100,target_share_decisions_final100,total_decisions,cumulative_fake_reposts,target_fake_rate_all,target_unique_reposters_p400,target_unique_reposters_p25,target_unique_reposters_p50,target_unique_reposters_p100,target_unique_reposters_p200,target_first_repost_period,fake_repost_share_during,fake_repost_share_post100,selections_traditional_media_all,selections_unknown_media_all,selections_fake_news_source_all,selections_mixed_source_all,target_time_to_25pct_final,target_time_to_50pct_final,target_time_to_75pct_final
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach5_0_wom1,1005,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.112705,0.13584,0.00055,0.00104,0.1127286730213344,0.00055011552426,0.99979,0.13584,0.00104,199958,22541,0.6675,23,6,6,11,13,1.0,0.112705,,193931,3589,110,2328,16,104,331
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach5_0_wom1,1006,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.08741,0.0937399999999999,0.00088,0.0011799999999999,0.0874270482744135,0.0008801716334685,0.999805,0.09374,0.00118,199961,17482,0.67,47,10,17,20,27,1.0,0.08741,,195920,2297,176,1568,29,139,317
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach5_0_wom1,1007,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0777399999999999,0.06396,0.0008,0.0007,0.0777516627494124,0.0008001200180027,0.99985,0.06396,0.0007,199970,15548,0.635,39,15,18,18,29,1.0,0.0777399999999999,,196229,2155,160,1426,5,112,212
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach5_0_wom1,1008,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.08884,0.04208,0.0007199999999999,0.00034,0.0888595491008021,0.0007201584348556,0.99978,0.04208,0.00034,199956,17768,0.6225,28,20,22,24,28,1.0,0.08884,,195325,2365,144,2122,1,4,29
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach5_0_wom1,1009,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.07759,0.0635,0.00128,0.0013,0.0776043568060091,0.0012802368438161,0.999815,0.0635,0.0013,199963,15518,0.66,73,25,47,50,54,1.0,0.07759,,196016,2143,256,1548,23,29,263
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach5_0_wom1,1010,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.06876,0.05244,0.000395,0.00028,0.0687771942985746,0.0003950987746936,0.99975,0.05244,0.00028,199950,13752,0.6725,24,14,15,17,22,1.0,0.06876,,197031,1628,79,1212,1,2,137
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach5_0_wom1,1011,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.11204,0.11578,0.001285,0.00066,0.1120590500385065,0.0012852184871428,0.99983,0.11578,0.00066,199966,22408,0.6525,43,30,40,40,43,1.0,0.11204,,188317,8149,257,3243,5,10,29
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach5_0_wom1,1012,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0884,0.02054,0.00077,8e-05,0.0884154727077238,0.0007701347735853,0.999825,0.02054,8e-05,199965,17680,0.6575,32,8,15,19,21,1.0,0.0884,,196024,2101,154,1686,5,55,236
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach5_0_wom1,1013,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.090405,0.12514,0.00044,0.00068,0.0904144935218198,0.0004400462048515,0.999895,0.12514,0.00068,199979,18081,0.6775,23,9,9,12,16,1.0,0.090405,,195877,2163,88,1851,2,99,224
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach5_0_wom1,1014,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.090015,0.10786,0.00179,0.00306,0.0900307553821918,0.0017903133048283,0.999825,0.10786,0.00306,199965,18003,0.68,79,15,21,25,34,1.0,0.090015,,196237,2128,358,1242,44,205,301
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach5_0_wom1,1015,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.093345,0.1071599999999999,0.000665,0.00038,0.0933641396486279,0.0006651363529523,0.999795,0.10716,0.00038,199959,18669,0.66,24,15,15,19,19,1.0,0.093345,,194871,2746,133,2209,1,2,91
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach5_0_wom1,1016,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.06742,0.04094,0.000925,0.00044,0.067434835663846,0.0009252035447798,0.99978,0.04094,0.00044,199956,13484,0.67,46,18,23,27,43,1.0,0.06742,,196646,1768,185,1357,3,38,159
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach5_0_wom1,1017,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.10742,0.10772,0.00139,0.0011,0.1074409509854421,0.001390271102865,0.999805,0.10772,0.0011,199961,21484,0.6625,52,10,12,13,44,1.0,0.10742,,194710,2660,278,2313,97,144,169
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach5_0_wom1,1018,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.083395,0.04338,0.00043,0.0002,0.0834166883389681,0.0004301118290755,0.99974,0.04338,0.0002,199948,16679,0.6775,20,9,11,14,19,1.0,0.083395,,193005,4632,86,2225,1,29,113
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach5_0_wom1,1019,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.124295,0.14634,0.00122,0.00098,0.1243192422522391,0.0012202379463995,0.999805,0.14634,0.00098,199961,24859,0.64,50,11,18,32,37,1.0,0.124295,,193411,3713,244,2593,46,58,212
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach5_0_wom1,1020,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.104015,0.1244599999999999,0.001205,0.00186,0.1040311248243477,0.0012051868039546,0.999845,0.12446,0.00186,199969,20803,0.665,51,30,35,39,41,1.0,0.104015,,192173,4881,241,2674,12,17,87
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach5_0_wom1,1021,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.141435,0.12404,0.001065,0.00066,0.1414668300367582,0.0010652396789277,0.999775,0.12404,0.00066,199955,28287,0.67,41,18,18,25,34,1.0,0.141435,,192040,4785,213,2917,2,72,124
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach5_0_wom1,1022,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.110165,0.1344199999999999,0.001385,0.00154,0.1101826292206753,0.0013852216354616,0.99984,0.13442,0.00154,199968,22033,0.66,58,25,27,29,32,1.0,0.110165,,194194,3017,277,2480,6,88,229
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach5_0_wom1,1023,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.123345,0.18126,0.0011799999999999,0.0013,0.1233696739347869,0.0011802360472094,0.9998,0.18126,0.0013,199960,24669,0.6825,38,13,15,16,20,1.0,0.123345,,192399,4488,236,2837,3,116,287
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach5_0_wom1,1024,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.09915,0.10596,0.001195,0.00094,0.0991668583659222,0.0011952031845413,0.99983,0.10596,0.00094,199966,19830,0.6675,52,15,18,28,37,1.0,0.09915,,194028,3557,239,2142,4,79,257
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach5_0_wom1,1025,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.116315,0.07404,0.00113,0.00032,0.1163382676535307,0.001130226045209,0.9998,0.07404,0.00032,199960,23263,0.6375,45,30,32,32,36,1.0,0.116315,,191836,5011,226,2887,4,6,141
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach5_0_wom1,1026,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.109245,0.08458,0.00058,0.00032,0.1092668533706741,0.0005801160232046,0.9998,0.08458,0.00032,199960,21849,0.7225,21,10,11,11,18,1.0,0.109245,,195096,2337,116,2411,1,35,154
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach5_0_wom1,1027,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.08949,0.12752,0.00184,0.00396,0.0895092444875648,0.0018403956850722,0.999785,0.12752,0.00396,199957,17898,0.6975,71,17,31,33,39,1.0,0.08949,,194641,3270,368,1678,26,148,367
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach5_0_wom1,1028,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.093985,0.10242,0.000225,8e-05,0.094000040006401,0.0002250360057609,0.99984,0.10242,8e-05,199968,18797,0.665,13,6,8,8,9,1.0,0.093985,,196589,2009,45,1325,1,33,236
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach5_0_wom1,1029,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.094635,0.0615799999999999,0.00184,0.00088,0.094652037366726,0.0018403312596267,0.99982,0.06158,0.00088,199964,18927,0.6825,88,14,22,28,35,1.0,0.094635,,194185,3570,368,1841,49,217,244
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach5_0_wom1,1030,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.085535,0.07432,0.0008399999999999,0.00056,0.0855555333279987,0.0008402016483956,0.99976,0.07432,0.00056,199952,17107,0.645,36,21,22,27,30,1.0,0.085535,,195892,2248,168,1644,3,11,100
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach1_0_wom0,1001,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,1.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.132865,0.0909,0.0047199999999999,0.004,0.1463270925110132,0.0051982378854625,0.908,0.1001101321585903,0.0044052863436123,181600,26573,0.7075,6,4,4,4,4,1.0,0.132865,,117083,50519,944,13054,1,3,284
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach1_0_wom0,1002,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,1.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.13343,0.1128,0.00011,0.00026,0.1475995575221239,0.0001216814159292,0.904,0.1247787610619469,0.000287610619469,180800,26686,0.6475,3,1,2,3,3,2.0,0.13343,,115919,52502,22,12357,2,30,91
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach1_0_wom0,1003,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,1.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.12672,0.10676,0.000405,0.00016,0.1389473684210526,0.0004440789473684,0.912,0.1170614035087719,0.0001754385964912,182400,25344,0.65,2,1,1,1,1,1.0,0.12672,,122998,51578,81,7743,1,1,306
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach1_0_wom0,1004,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,1.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.14997,0.1691399999999999,5e-06,0.0,0.1619546436285097,5.399568034557236e-06,0.926,0.1826565874730021,0.0,185200,29994,0.69,1,1,1,1,1,2.0,0.14997,,122088,50110,1,13001,2,2,2
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach1_0_wom0,1005,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,1.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.13337,0.1530399999999999,0.003785,0.00352,0.1459190371991247,0.0041411378555798,0.914,0.1674398249452954,0.003851203501094,182800,26674,0.6425,2,2,2,2,2,1.0,0.13337,,116869,51553,757,13621,1,1,5
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach1_0_wom0,1006,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,1.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.1416349999999999,0.13334,0.004135,0.004,0.1539510869565217,0.0044945652173913,0.92,0.1449347826086956,0.0043478260869565,184000,28327,0.65,5,3,3,3,5,1.0,0.1416349999999999,,118875,52218,827,12080,1,1,125
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach1_0_wom0,1007,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,1.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.15016,0.1715,0.004265,0.00176,0.1607708779443254,0.0045663811563169,0.934,0.1836188436830835,0.0018843683083511,186800,30032,0.65,3,2,3,3,3,1.0,0.15016,,119796,53689,853,12462,1,2,39
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach1_0_wom0,1008,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,1.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.1520099999999999,0.1576399999999999,0.00212,0.00156,0.1674118942731277,0.0023348017621145,0.908,0.1736123348017621,0.0017180616740088,181600,30402,0.68,3,3,3,3,3,1.0,0.1520099999999999,,112428,52387,424,16361,1,1,1
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach1_0_wom0,1009,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,1.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.16944,0.15806,0.00023,0.0,0.1841739130434782,0.00025,0.92,0.1718043478260869,0.0,184000,33888,0.6825,1,1,1,1,1,2.0,0.16944,,118228,50843,46,14883,2,2,2
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach1_0_wom0,1010,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,1.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.126825,0.12678,0.002,0.002,0.1425,0.0022471910112359,0.89,0.1424494382022472,0.0022471910112359,178000,25365,0.67,1,1,1,1,1,1.0,0.126825,,116112,50072,400,11416,1,1,1
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach1_0_wom0,1011,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,1.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.150455,0.1537599999999999,5.5e-05,0.00014,0.1614324034334764,5.901287553648069e-05,0.932,0.1649785407725321,0.0001502145922746,186400,30091,0.6675,1,0,0,0,1,138.0,0.150455,,122472,48152,11,15765,138,138,138
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach1_0_wom0,1012,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,1.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.14428,0.1802,0.002,0.002,0.1561471861471861,0.0021645021645021,0.924,0.195021645021645,0.0021645021645021,184800,28856,0.7175,1,1,1,1,1,1.0,0.14428,,118203,54197,400,12000,1,1,1
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach1_0_wom0,1013,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,1.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.12765,0.1189,0.001965,0.00184,0.1335251046025104,0.0020554393305439,0.956,0.1243723849372385,0.0019246861924686,191200,25530,0.68,4,3,3,3,4,1.0,0.12765,,127905,51075,393,11827,1,2,2
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach1_0_wom0,1014,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,1.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.132,0.14508,0.0078099999999999,0.00798,0.1428571428571428,0.0084523809523809,0.924,0.157012987012987,0.0086363636363636,184800,26400,0.665,9,6,6,7,8,1.0,0.132,,123376,48859,1562,11003,1,2,61
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach1_0_wom0,1015,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,1.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.12557,0.13354,5e-06,0.0,0.1376864035087719,5.482456140350877e-06,0.912,0.1464254385964912,0.0,182400,25114,0.6775,1,0,0,0,1,199.0,0.12557,,113640,54274,1,14485,199,199,199
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach1_0_wom0,1016,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,1.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.14373,0.14846,0.002025,0.00208,0.1586423841059602,0.0022350993377483,0.906,0.1638631346578366,0.0022958057395143,181200,28746,0.6825,2,2,2,2,2,1.0,0.14373,,120650,48931,405,11214,1,1,1
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach1_0_wom0,1017,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,1.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.124595,0.09778,0.0002949999999999,0.0,0.1354293478260869,0.000320652173913,0.92,0.1062826086956521,0.0,184000,24919,0.6925,1,1,1,1,1,3.0,0.124595,,122866,46937,59,14138,3,3,3
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach1_0_wom0,1018,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,1.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.12539,0.09968,2e-05,0.0,0.1402572706935123,2.237136465324385e-05,0.894,0.1114988814317673,0.0,178800,25078,0.67,3,3,3,3,3,1.0,0.12539,,112348,53350,4,13098,1,1,3
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach1_0_wom0,1019,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,1.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.1249,0.12356,4.5e-05,0.0,0.135466377440347,4.880694143167029e-05,0.922,0.1340130151843817,0.0,184400,24980,0.6475,1,0,0,0,1,103.0,0.1249,,122399,50447,9,11545,103,103,103
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach1_0_wom0,1020,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,1.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.13144,0.12884,4e-05,4e-05,0.1404273504273504,4.2735042735042735e-05,0.936,0.1376495726495726,4.2735042735042735e-05,187200,26288,0.66,4,1,1,2,3,1.0,0.13144,,115708,57309,8,14175,1,75,103
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach1_0_wom0,1021,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,1.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.1380749999999999,0.11768,0.0028399999999999,0.00316,0.1524006622516556,0.0031346578366445,0.906,0.1298896247240618,0.0034878587196467,181200,27615,0.635,3,2,2,3,3,1.0,0.1380749999999999,,124527,44509,568,11596,1,2,73
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach1_0_wom0,1022,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,1.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.12353,0.12788,0.00212,0.00228,0.1325429184549356,0.0022746781115879,0.932,0.1372103004291845,0.0024463519313304,186400,24706,0.6425,3,2,2,2,3,1.0,0.12353,,127745,47417,424,10814,1,1,163
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach1_0_wom0,1023,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,1.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.1243649999999999,0.09914,0.001895,0.00182,0.1354738562091503,0.0020642701525054,0.918,0.107995642701525,0.0019825708061002,183600,24873,0.6525,3,2,2,2,2,1.0,0.1243649999999999,,122105,47488,379,13628,1,3,263
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach1_0_wom0,1024,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,1.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.14644,0.12828,0.005485,0.00456,0.157801724137931,0.0059105603448275,0.928,0.1382327586206896,0.0049137931034482,185600,29288,0.6525,3,3,3,3,3,1.0,0.14644,,116084,59244,1097,9175,1,2,2
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach1_0_wom0,1025,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,1.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.1529799999999999,0.1406,3.5000000000000004e-05,4e-05,0.1670087336244541,3.8209606986899565e-05,0.916,0.1534934497816593,4.366812227074236e-05,183200,30596,0.6875,3,1,1,1,1,1.0,0.1529799999999999,,119665,50808,7,12720,1,260,321
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach1_0_wom0,1026,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,1.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.13035,0.1367,0.00204,0.002,0.1432417582417582,0.0022417582417582,0.91,0.1502197802197802,0.0021978021978021,182000,26070,0.685,3,1,1,3,3,1.0,0.13035,,119362,49447,408,12783,1,53,75
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach1_0_wom0,1027,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,1.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.1201,0.10558,0.00385,0.00378,0.1314004376367614,0.0042122538293216,0.914,0.1155142231947483,0.0041356673960612,182800,24020,0.645,3,3,3,3,3,1.0,0.1201,,123520,50824,770,7686,1,1,2
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach1_0_wom0,1028,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,1.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.1289,0.13244,4.5e-05,0.0,0.1377136752136752,4.807692307692308e-05,0.936,0.1414957264957265,0.0,187200,25780,0.6675,3,2,2,2,2,1.0,0.1289,,126589,48140,9,12462,1,1,228
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach1_0_wom0,1029,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,1.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.127035,0.13382,0.00206,0.00212,0.1368911637931034,0.0022198275862068,0.928,0.1442025862068965,0.0022844827586206,185600,25407,0.625,4,2,2,2,2,1.0,0.127035,,124119,50212,412,10857,1,1,209
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach1_0_wom0,1030,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,1.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.14333,0.1493199999999999,0.00046,0.0,0.1596102449888641,0.0005122494432071,0.898,0.1662806236080178,0.0,179600,28666,0.65,2,1,1,2,2,2.0,0.14333,,116539,49401,92,13568,2,2,75
news-source-strategies,RQ3,E3-reach-mitigation,informational_reach1_0_wom1,1001,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,1.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.08153,0.04212,0.000375,0.00034,0.0815487562139292,0.000375086269842,0.99977,0.04212,0.00034,199954,16306,0.6975,17,6,7,8,16,1.0,0.08153,,192794,5460,75,1625,5,122,124
