phase,memory,wom,fake_effect,true_effect,contacts,friends,source_reach,target_reach,cell,timing,scope,fake,fake_se,fake_low,fake_high,n_pairs,target,target_se,target_low,target_high,cumulative,cumulative_se,cumulative_low,cumulative_high
strategy,100,1,1,1,15,0.33,0,default,strategy_m100_f1_credibility_p100,100,credibility,-0.00017272727272729156,5.2381310148679476e-05,-0.0002894401049875072,-5.601444046707591e-05,11,0.0007772727272727273,6.821211448110572e-05,0.00062528666482124,0.0009292587897242145,-217.9090909090909,11.768567183549534,-244.1310926829683,-191.6870891352135
strategy,100,1,1,1,15,0.33,0,default,strategy_m100_f1_credibility_p1,1,credibility,0.00027727272727271564,0.00023190060923159104,-0.00023943402995547914,0.0007939794845009104,11,0.002422727272727264,0.00017966049249065676,0.0020224187492418433,0.0028230357962126845,-901.7272727272727,33.513929508107225,-976.4009611470157,-827.0535843075298
strategy,100,1,1,1,15,0.33,0,default,strategy_m100_f1_credibility_p25,25,credibility,-0.0001681818181818274,0.00011211250989978946,-0.00041798405728324405,8.162042091958924e-05,11,0.0015659090909090816,0.00013087436408079915,0.001274302835571656,0.001857515346246507,-613.2727272727273,28.81795239369531,-677.4831266358107,-549.0623279096438
strategy,100,1,1,1,15,0.33,0,default,strategy_m100_f1_credibility_p50,50,credibility,-0.0002159090909091075,7.169004679811791e-05,-0.00037564446948070817,-5.617371233750679e-05,11,0.001274999999999991,9.33590332582194e-05,0.0010669831108134737,0.0014830168891865083,-441.72727272727275,26.396656437404726,-500.5426884979878,-382.9118569565577
strategy,100,1,1,1,15,0.33,0,default,strategy_m100_f1_non-credibility_p100,100,non-credibility,0.001629545454545414,0.00015127556815514232,0.001292482483782644,0.001966608425308184,11,0.003011363636363618,0.00024218145986869833,0.002471749716399417,0.003550977556327819,177.0909090909091,12.901342104570887,148.34492750494834,205.83689067686984
strategy,100,1,1,1,15,0.33,0,default,strategy_m100_f1_non-credibility_p1,1,non-credibility,0.008299999999999993,0.0005169842621132023,0.007148087279720112,0.009451912720279874,11,0.01624090909090908,0.0007207735170009466,0.014634925614196482,0.01784689256762168,2084.6363636363635,64.16063260956444,1941.6775653509756,2227.5951619217517
strategy,100,1,1,1,15,0.33,0,default,strategy_m100_f1_non-credibility_p25,25,non-credibility,0.0036295454545454573,0.0003042281250412537,0.0029516829492741018,0.004307407959816813,11,0.007222727272727228,0.000470341444463669,0.006174741226618383,0.008270713318836073,686.6363636363636,30.421067080463327,618.8540021555026,754.4187251172247
strategy,100,1,1,1,15,0.33,0,default,strategy_m100_f1_non-credibility_p50,50,non-credibility,0.002647727272727274,0.00021225131291634615,0.002174801876033267,0.003120652669421281,11,0.005093181818181791,0.0002909836552167539,0.0044448298307003635,0.0057415338056632185,422.09090909090907,20.88777569665375,375.5500445296202,468.6317736521979
strategy,25,1,-1,1,15,0.33,0,default,strategy_m25_f-1_all_p100,100,all,-9.09090909090746e-06,7.740630166330424e-06,-2.633810790336525e-05,8.156289721550332e-06,11,0.0002863636363636363,0.00019578988146977977,-0.00014988340536496747,0.0007226106780922401,-13.454545454545455,4.313538173037064,-23.065707447415228,-3.843383461675682
strategy,25,1,-1,1,15,0.33,0,default,strategy_m25_f-1_all_p1,1,all,-0.00014772727272726845,0.0003498287656686566,-0.0009271943370560043,0.0006317397916014674,11,0.024724999999999994,0.0023920868599310043,0.019395098330061873,0.030054901669938114,-787.6363636363636,84.92309598339523,-976.8568132279261,-598.4159140448012
strategy,25,1,-1,1,15,0.33,0,default,strategy_m25_f-1_all_p25,25,all,2.5000000000030047e-05,9.856931110091885e-05,-0.00019462611167744918,0.00024462611167750927,11,0.0041704545454545085,0.0006071245396222787,0.0028176967707278294,0.0055232123201811876,-193.45454545454547,18.37753749275241,-234.40225074598152,-152.50684016310942
strategy,25,1,-1,1,15,0.33,0,default,strategy_m25_f-1_all_p50,50,all,5.681818181818439e-05,0.00010660520353851096,-0.00018071301400987647,0.0002943493776462453,11,0.0017090909090909,0.00042798779622672524,0.000755474672142149,0.0026627071460396507,-51.81818181818182,11.592958820546032,-77.6489037757174,-25.987459860646236
strategy,25,1,-1,1,15,0.33,0,default,strategy_m25_f-1_credibility_p100,100,credibility,2.272727272728284e-06,5.281340926634496e-06,-9.494833636491225e-06,1.4040288181947792e-05,11,6.818181818181819e-06,3.520893951097652e-06,-1.0268587879823202e-06,1.4663222424345958e-05,-10.363636363636363,3.608758858093426,-18.404452182803947,-2.3228205444687795
strategy,25,1,-1,1,15,0.33,0,default,strategy_m25_f-1_credibility_p1,1,credibility,-5.681818181815979e-05,8.140044875705808e-05,-0.0002381896842628787,0.00012455332062655911,11,1.8181818181818182e-05,8.976553480968863e-06,-1.8191893860611724e-06,3.8182825749697537e-05,-490.90909090909093,29.314115292328044,-556.225010103532,-425.5931717146499
strategy,25,1,-1,1,15,0.33,0,default,strategy_m25_f-1_credibility_p25,25,credibility,5.6818181818186284e-05,3.9613316902681175e-05,-3.144578862872221e-05,0.00014508215226509478,11,6.818181818181819e-06,3.520893951097652e-06,-1.0268587879823202e-06,1.4663222424345958e-05,-134.8181818181818,13.977786391152723,-165.9626307410742,-103.67373289528942
strategy,25,1,-1,1,15,0.33,0,default,strategy_m25_f-1_credibility_p50,50,credibility,3.1818181818192825e-05,2.43298612565002e-05,-2.2392127310850852e-05,8.60284909472365e-05,11,6.818181818181819e-06,3.520893951097652e-06,-1.0268587879823202e-06,1.4663222424345958e-05,-51.18181818181818,7.666714576446304,-68.26432279668768,-34.09931356694868
strategy,25,1,-1,1,15,0.33,0,default,strategy_m25_f-1_non-credibility_p100,100,non-credibility,3.636363636363614e-05,2.508250847512964e-05,-1.9523675275075206e-05,9.225094800234749e-05,11,6.363636363636364e-05,4.4894274331685055e-05,-3.639431323379394e-05,0.00016366704050652122,11.818181818181818,4.868858708564764,0.9696885647969538,22.666675071566683
strategy,25,1,-1,1,15,0.33,0,default,strategy_m25_f-1_non-credibility_p1,1,non-credibility,6.8181818181924214e-06,0.0001844861077884802,-0.00040424248259704785,0.00041787884623343267,11,0.0005204545454545454,0.0001355467959204404,0.00021843746320195757,0.0008224716277071332,854.7272727272727,47.551329378050355,748.7763082764425,960.678237178103
strategy,25,1,-1,1,15,0.33,0,default,strategy_m25_f-1_non-credibility_p25,25,non-credibility,0.00017272727272727578,0.00012597143189189467,-0.00010795456891139749,0.00045340911436594905,11,0.0003613636363636363,0.00014617718219695345,3.566057743672801e-05,0.0006870666952905446,245.45454545454547,31.135003288133213,176.0814349715355,314.82765593755545
strategy,25,1,-1,1,15,0.33,0,default,strategy_m25_f-1_non-credibility_p50,50,non-credibility,0.00011818181818183797,5.859053882385615e-05,-1.236603773040609e-05,0.00024872967409408204,11,0.00022954545454545458,0.00012857692169821312,-5.694178015913103e-05,0.0005160326892500402,96.27272727272727,19.055942002951067,53.813442534754856,138.7320120106997
strategy,25,1,0,1,15,0.33,0,default,strategy_m25_f0_all_p100,100,all,-4.545454545455937e-06,1.6793593819920065e-05,-4.196391340009642e-05,3.287300430918454e-05,11,0.0002477272727272727,0.00017592142310542518,-0.0001442500849906409,0.0006397046304451863,-7.818181818181818,2.9751033039915584,-14.447125078478141,-1.1892385578854965
strategy,25,1,0,1,15,0.33,0,default,strategy_m25_f0_all_p1,1,all,0.0005022727272727376,0.0003659274416629365,-0.000313064422504392,0.0013176098770498672,11,0.01841818181818181,0.0013192460437564096,0.015478718452758968,0.02135764518360465,-630.5454545454545,70.1706185128743,-786.895335921897,-474.195573169012
strategy,25,1,0,1,15,0.33,0,default,strategy_m25_f0_all_p25,25,all,0.00019772727272724465,0.00011843940459992046,-6.61721662679599e-05,0.00046162671172244923,11,0.004131818181818173,0.0005200752885738,0.0029730182253889163,0.0052906181382474295,-179.54545454545453,28.763096190767417,-243.63362667152182,-115.45728241938725
strategy,25,1,0,1,15,0.33,0,default,strategy_m25_f0_all_p50,50,all,1.1363636363635743e-05,5.4184411164310215e-05,-0.00010936675532356266,0.00013209402805083414,11,0.0011840909090909092,0.0004533996923154399,0.00017385343916425516,0.002194328379017563,-60.36363636363637,14.15387690369528,-91.90043939899101,-28.826833328281726
strategy,25,1,0,1,15,0.33,0,default,strategy_m25_f0_credibility_p100,100,credibility,-6.818181818172236e-06,3.5208939510927037e-06,-1.4663222424325348e-05,1.0268587879808768e-06,11,2.2727272727272728e-06,2.272727272727273e-06,-2.7912246636051693e-06,7.336679209059715e-06,-6.636363636363637,2.0987993419300355,-11.312779992641172,-1.9599472800861006
strategy,25,1,0,1,15,0.33,0,default,strategy_m25_f0_credibility_p1,1,credibility,0.00017954545454543415,0.00011730003205736581,-8.181530422081803e-05,0.0004409062133116863,11,6.818181818181819e-06,3.520893951097652e-06,-1.0268587879823202e-06,1.4663222424345958e-05,-413.6363636363636,45.614246723279685,-515.2712389645907,-312.0014883081366
strategy,25,1,0,1,15,0.33,0,default,strategy_m25_f0_credibility_p25,25,credibility,8.409090909091812e-05,9.264256380356748e-05,-0.00012232958666742787,0.0002905114048492641,11,2.2727272727272728e-06,2.272727272727273e-06,-2.7912246636051693e-06,7.336679209059715e-06,-141.72727272727272,23.195646499481875,-193.4103938897077,-90.04415156483773
strategy,25,1,0,1,15,0.33,0,default,strategy_m25_f0_credibility_p50,50,credibility,2.9545454545463276e-05,3.6745157661521325e-05,-5.2327858862533483e-05,0.00011141876795346003,11,2.2727272727272728e-06,2.272727272727273e-06,-2.7912246636051693e-06,7.336679209059715e-06,-44.81818181818182,4.885634195025587,-55.704053184711015,-33.932310451652626
strategy,25,1,0,1,15,0.33,0,default,strategy_m25_f0_non-credibility_p100,100,non-credibility,2.9545454545446244e-05,2.4958643478712467e-05,-2.6065868682346852e-05,8.515677777323934e-05,11,5.2272727272727274e-05,4.528377010266199e-05,-4.8625800257428374e-05,0.0001531712548028829,9.0,4.8166378315169185,-1.7321378883497633,19.73213788834976
strategy,25,1,0,1,15,0.33,0,default,strategy_m25_f0_non-credibility_p1,1,non-credibility,0.00035909090909090044,0.00025983545333521337,-0.00021985855960875497,0.0009380403777905558,11,0.0002318181818181818,0.0001324631556445255,-6.332812173009036e-05,0.0005269644853664539,853.6363636363636,46.46313743706798,750.1100419276545,957.1626853450728
strategy,25,1,0,1,15,0.33,0,default,strategy_m25_f0_non-credibility_p25,25,non-credibility,6.36363636363724e-05,7.001328091249132e-05,-9.236294771977852e-05,0.0002196356749925233,11,8.409090909090908e-05,5.3435680035220334e-05,-3.4971205677872616e-05,0.00020315302385969078,182.54545454545453,17.48992626231332,143.57547032201916,221.5154387688899
strategy,25,1,0,1,15,0.33,0,default,strategy_m25_f0_non-credibility_p50,50,non-credibility,-3.1818181818201654e-05,4.331319727117275e-05,-0.00012832599946184753,6.46896358254442e-05,11,5.454545454545454e-05,4.507798568468239e-05,-4.589455672786737e-05,0.00015498546581877646,33.09090909090909,7.545564073684792,16.27834461818019,49.903473563638
strategy,25,1,1,1,15,0.33,0,default,strategy_m25_f1_all_p100,100,all,-6.818181818184852e-06,7.606000241219765e-06,-2.376540646386358e-05,1.0129042827493878e-05,11,0.00017272727272727272,9.085794015525664e-05,-2.971683374409839e-05,0.00037517137919864383,-3.4545454545454546,1.7754059016750168,-7.410396322113282,0.5013054130223726
strategy,25,1,1,1,15,0.33,0,default,strategy_m25_f1_all_p1,1,all,0.0003931818181818064,0.0003312697834416657,-0.00034493325679364815,0.001131296893157261,11,0.014159090909090892,0.001820502779976134,0.010102757934877048,0.018215423883304736,-629.6363636363636,73.90131905911888,-794.2987638450201,-464.9739634277072
strategy,25,1,1,1,15,0.33,0,default,strategy_m25_f1_all_p25,25,all,-0.00030454545454545946,0.0001890411866444262,-0.0007257554671334942,0.00011666455804257525,11,0.0031886363636363544,0.0006870503788955352,0.0016577927211473221,0.0047194800061253865,-187.63636363636363,23.13881930172078,-239.19286591161762,-136.07986136110964
strategy,25,1,1,1,15,0.33,0,default,strategy_m25_f1_all_p50,50,all,-7.727272727273074e-05,0.00010288202342392627,-0.0003065081608345428,0.00015196270628908126,11,0.0012295454545454456,0.0005054005857397751,0.00010344277364203285,0.0023556481354488584,-51.45454545454545,13.579639596478543,-81.7118680354305,-21.197222873660404
strategy,25,1,1,1,15,0.33,0,default,strategy_m25_f1_credibility_p100,100,credibility,-1.8181818181818704e-05,9.58864686805907e-06,-3.954665480651762e-05,3.183018442880215e-06,11,4.5454545454545455e-06,3.0491836056815317e-06,-2.2485499132040696e-06,1.1339459004113161e-05,-5.454545454545454,1.850619730909014,-9.577983177236213,-1.3311077318546962
strategy,25,1,1,1,15,0.33,0,default,strategy_m25_f1_credibility_p1,1,credibility,0.0001022727272727324,0.00019380914186661232,-0.00032956095159038603,0.0005341064061358509,11,6.818181818181819e-06,3.520893951097652e-06,-1.0268587879823202e-06,1.4663222424345958e-05,-378.09090909090907,52.001827685617236,-493.9582017315283,-262.22361645028985
strategy,25,1,1,1,15,0.33,0,default,strategy_m25_f1_credibility_p25,25,credibility,-0.00015227272727272816,9.483565602078005e-05,-0.0003635797370062342,5.9034282460777875e-05,11,4.5454545454545455e-06,3.0491836056815317e-06,-2.2485499132040696e-06,1.1339459004113161e-05,-135.63636363636363,11.361236110142823,-160.95077521996225,-110.321952052765
strategy,25,1,1,1,15,0.33,0,default,strategy_m25_f1_credibility_p50,50,credibility,3.18181818181903e-05,5.341634380153609e-05,-8.720084913706844e-05,0.00015083721277344903,11,4.5454545454545455e-06,3.0491836056815317e-06,-2.2485499132040696e-06,1.1339459004113161e-05,-29.363636363636363,6.2439392101064,-43.27599990711492,-15.451272820157808
strategy,25,1,1,1,15,0.33,0,default,strategy_m25_f1_non-credibility_p100,100,non-credibility,2.7272727272726162e-05,2.6210369533342702e-05,-3.112761540943206e-05,8.567306995488438e-05,11,6.136363636363636e-05,4.5146684712123295e-05,-3.92294458818203e-05,0.000161956718609093,6.818181818181818,3.1703690115539365,-0.24584055159482787,13.882204187958465
strategy,25,1,1,1,15,0.33,0,default,strategy_m25_f1_non-credibility_p1,1,non-credibility,0.00010454545454545187,0.00025762945073166943,-0.0004694887340456643,0.0006785796431365681,11,0.00023863636363636364,0.0001122782479319912,-1.1535162813853481e-05,0.0004888078900865808,845.8181818181819,69.73010543019267,690.4498247560705,1001.1865388802933
strategy,25,1,1,1,15,0.33,0,default,strategy_m25_f1_non-credibility_p25,25,non-credibility,-9.77272727272771e-05,0.00011049755989974996,-0.0003439311789895905,0.00014847663353503631,11,6.818181818181818e-05,4.5238121129262046e-05,-3.261499709715175e-05,0.00016897863346078813,166.45454545454547,12.205336862777868,139.25936018900984,193.6497307200811
strategy,25,1,1,1,15,0.33,0,default,strategy_m25_f1_non-credibility_p50,50,non-credibility,-1.8181818181828797e-05,7.731950455818818e-05,-0.00019046041030425768,0.00015409677394060008,11,6.136363636363636e-05,4.5146684712123295e-05,-3.92294458818203e-05,0.000161956718609093,41.90909090909091,11.314877210159718,16.697973391679977,67.12020842650183
